time,x,y,z,heading_deg,odor_concentration,brain_forward,brain_turn,velocity_mms,angular_velocity_rads,distance_to_source
0.38,10.709275352666186,10.01033751088755,5.0,1.6186788438429263,0.12137356062656401,0.12118881462073038,0.030153537503896932,2.3556118944143476,0.09276758784450757,56.06187786103612
0.39,10.732893271690372,10.011026900275931,5.0,1.671946210727075,0.12155921068131506,0.12137356062656401,0.030170253068079106,2.362797826226041,0.09296909359961905,56.0448359831922
0.4,10.756578893645786,10.011740349780009,5.0,1.7253205066428519,0.1217457409113362,0.12155921068131506,0.030187031778014906,2.369636464966067,0.09315571996640648,56.027734292795195
0.41000000000000003,10.780329086327516,10.012477930812144,5.0,1.77879406982256,0.12193313013808985,0.1217457409113362,0.030203871419495376,2.3761643002921327,0.09332897402591159,56.01057496411328
0.42,10.804141045408567,10.013239714023815,5.0,1.8323600152884718,0.12212135961087177,0.12193313013808985,0.030220770023191595,2.3824141305390993,0.09349021153238896,55.993359939874544
0.43,10.828012261262543,10.014025769672541,5.0,1.8860121568588784,0.1223104127662788,0.12212135961087177,0.03023772583936664,2.388415436706933,0.09364065211497172,55.97609095455138
0.44,10.851940489147353,10.014836167929491,5.0,1.93974493698898,0.1225002750117424,0.1223104127662788,0.030254737315198343,2.3941947185687975,0.09378139295204616,55.95876955529651
0.45,10.875923722409567,10.015670979135624,5.0,1.9935533636594718,0.12269093353071389,0.1225002750117424,0.030271803074445408,2.3997757967354025,0.093913421071801,55.94139712076784
0.46,10.899960168403505,10.016530274013329,5.0,2.0474329536047726,0.12288237710733192,0.12269093353071389,0.03028892189921341,2.4051800841232898,0.0940376244169933,55.92397487805499
0.47000000000000003,10.924048226850108,10.017414123839702,5.0,2.101379681243993,0.12307459596862325,0.12288237710733192,0.030306092713607014,2.410426829925625,0.09415480179810187,55.90650391789912
0.48,10.94818647038851,10.018322600586867,5.0,2.1553899327417234,0.12326758164248036,0.12307459596862325,0.03032331456907103,2.415533338870309,0.09426567184656028,55.88898520837795
0.49,10.972373627098218,10.019255777034093,5.0,2.2094604646833065,0.12346132682983846,0.12326758164248036,0.03034058663125022,2.420515168268239,0.09437088106853829,55.87141960721099
0.5,10.996608564792302,10.020213726855859,5.0,2.263588366901008,0.12365582528963137,0.12346132682983846,0.030357908168207215,2.4253863051010915,0.0944710110896438,55.853807872823836
0.51,11.020890276902229,10.021196524689499,5.0,2.3177710290341147,0.1238510717352491,0.12365582528963137,0.030375278539860412,2.430159325170245,0.09456658517183633,55.836150674296974
0.52,11.04521786979311,10.022204246185614,5.0,2.3720061104478436,0.12404706174134707,0.1238510717352491,0.03039269718851681,2.434845536123719,0.09465807407567506,55.81844860031122
0.53,11.069590551364477,10.023236968043985,5.0,2.4262915131736693,0.12424379165997346,0.12404706174134707,0.03041016363038518,2.4394551059940413,0.09474590133367572,55.80070216719118
0.54,11.094007620806375,10.024294768037382,5.0,2.480625357567546,0.12444125854508223,0.12424379165997346,0.030427677447968565,2.443997178714584,0.09483044799394194,55.78291182613755
0.55,11.118468459393721,10.025377725025338,5.0,2.5350059604130197,0.12463946008459714,0.12444125854508223,0.030445238283246343,2.44847997793329,0.0949120568872915,55.76507796972995
0.56,11.142972522213782,10.02648591895966,5.0,2.5894318152236275,0.12483839453926901,0.12463946008459714,0.030462845831562738,2.4529109003091554,0.09499103646574995,55.74720093777412
0.5700000000000001,11.167519330732206,10.027619430883227,5.0,2.643901574523681,0.12503806068765175,0.12483839453926901,0.03048049983615017,2.457296599356778,0.09506766425547439,55.72928102255906
0.58,11.192108466112694,10.028778342923369,5.0,2.6984140339087097,0.12523845777658352,0.12503806068765175,0.030498200083221974,2.461643060796404,0.09514218996284314,55.711318473584114
0.59,11.216739563213931,10.029962738280949,5.0,2.7529681177067986,0.12543958547662534,0.12523845777658352,0.03051594639757224,2.465955670269931,0.09521483826855412,55.69331350180904
0.6,11.241412305195187,10.031172701216127,5.0,2.8075628660800325,0.12564144384196146,0.12543958547662534,0.030533738638636204,2.4702392741961883,0.09528581134107574,55.67526628347534
0.61,11.266126418668897,10.03240831703158,5.0,2.862197423421396,0.12584403327431729,0.12564144384196146,0.0305515766969576,2.4744982344604924,0.09535529109764287,55.657176963541964
0.62,11.290881669344822,10.033669672053884,5.0,2.9168710279170074,0.12604735449049265,0.12584403327431729,0.030569460491024658,2.478736477563078,0.09542344123815924,55.63904565877429
0.63,11.315677858115972,10.034956853613627,5.0,2.971583002156656,0.12625140849315147,0.12604735449049265,0.030587389964435496,2.4829575387877556,0.09549040907481898,55.620872460521355
0.64,11.34051481754154,10.036269950024717,5.0,3.0263327446873443,0.12645619654454107,0.12625140849315147,0.030605365083357802,2.487164601895283,0.09555632717796814,55.602657437212684
0.65,11.365392408686601,10.037609050563303,5.0,3.081119722415129,0.12666172014285162,0.12645619654454107,0.030623385834254002,2.4913605347948367,0.09562131485666513,55.584400636602986
0.66,11.390310518282462,10.038974245446608,5.0,3.135943463770068,0.12686798100094918,0.12666172014285162,0.030641452221843002,2.4955479216010565,0.09568547949054508,55.56610208779026
0.67,11.415269056175124,10.040365625811972,5.0,3.1908035525576217,0.12707498102724873,0.12686798100094918,0.030659564267274647,2.499729091442849,0.09574891772792399,55.54776180302989
